Id,SalePrice
1461,125414.0
1462,164485.0
1463,183861.0
1464,194289.0
1465,187356.0
1466,173976.0
1467,174132.0
1468,162370.0
1469,190138.0
1470,124657.0
1471,203456.0
1472,95576.0
1473,95792.0
1474,154218.0
1475,120862.0
1476,362892.0
1477,251460.0
1478,269377.0
1479,270531.0
1480,458923.0
1481,324402.0
1482,204952.0
1483,168108.0
1484,165970.0
1485,176929.0
1486,193346.0
1487,324584.0
1488,236440.0
1489,204448.0
1490,222845.0
1491,189856.0
1492,92338.0
1493,181717.0
1494,299659.0
1495,298166.0
1496,233771.0
1497,183331.0
1498,160787.0
1499,155657.0
1500,145574.0
1501,173589.0
1502,144884.0
1503,296315.0
1504,246117.0
1505,228063.0
1506,187494.0
1507,245965.0
1508,199816.0
1509,166681.0
1510,147834.0
1511,146479.0
1512,174360.0
1513,146112.0
1514,153532.0
1515,198481.0
1516,148827.0
1517,163200.0
1518,135203.0
1519,221072.0
1520,134996.0
1521,137060.0
1522,176229.0
1523,111485.0
1524,123990.0
1525,127330.0
1526,118235.0
1527,108220.0
1528,134434.0
1529,149925.0
1530,175648.0
1531,106486.0
1532,97791.0
1533,147568.0
1534,119392.0
1535,149992.0
1536,108627.0
1537,64520.0
1538,155015.0
1539,189982.0
1540,99302.0
1541,143725.0
1542,136759.0
1543,208694.0
1544,80534.0
1545,107780.0
1546,130416.0
1547,135944.0
1548,135667.0
1549,115272.0
1550,141490.0
1551,113184.0
1552,129240.0
1553,150748.0
1554,115171.0
1555,167846.0
1556,76745.0
1557,109018.0
1558,97238.0
1559,78573.0
1560,134671.0
1561,134232.0
1562,127587.0
1563,120508.0
1564,156076.0
1565,147128.0
1566,242956.0
1567,76358.0
1568,228582.0
1569,133843.0
1570,139688.0
1571,123007.0
1572,149633.0
1573,248408.0
1574,109825.0
1575,232140.0
1576,226810.0
1577,191109.0
1578,141858.0
1579,144184.0
1580,193630.0
1581,142434.0
1582,127014.0
1583,335210.0
1584,229638.0
1585,141342.0
1586,72868.0
1587,101130.0
1588,153338.0
1589,98280.0
1590,137241.0
1591,98222.0
1592,114514.0
1593,131280.0
1594,130164.0
1595,109214.0
1596,227768.0
1597,179731.0
1598,211015.0
1599,184269.0
1600,183858.0
1601,67021.0
1602,113379.0
1603,71837.0
1604,270032.0
1605,252240.0
1606,175682.0
1607,172872.0
1608,215172.0
1609,185601.0
1610,148674.0
1611,137790.0
1612,164399.0
1613,162325.0
1614,121290.0
1615,86066.0
1616,75198.0
1617,88509.0
1618,124230.0
1619,144047.0
1620,164508.0
1621,136519.0
1622,137777.0
1623,286064.0
1624,206304.0
1625,123306.0
1626,164704.0
1627,186426.0
1628,280730.0
1629,179783.0
1630,348281.0
1631,215933.0
1632,236481.0
1633,165371.0
1634,182614.0
1635,181597.0
1636,155811.0
1637,192436.0
1638,196036.0
1639,180198.0
1640,252326.0
1641,177626.0
1642,222070.0
1643,229980.0
1644,231597.0
1645,195434.0
1646,159028.0
1647,158060.0
1648,132209.0
1649,136816.0
1650,113353.0
1651,121336.0
1652,97075.0
1653,96363.0
1654,149200.0
1655,145334.0
1656,144637.0
1657,150410.0
1658,142891.0
1659,126057.0
1660,150938.0
1661,428041.0
1662,395109.0
1663,396714.0
1664,412807.0
1665,294146.0
1666,335324.0
1667,376979.0
1668,320266.0
1669,290868.0
1670,350729.0
1671,252534.0
1672,478732.0
1673,301688.0
1674,250543.0
1675,180131.0
1676,183423.0
1677,221038.0
1678,478578.0
1679,424654.0
1680,336542.0
1681,245064.0
1682,314400.0
1683,174721.0
1684,177317.0
1685,170969.0
1686,168770.0
1687,166419.0
1688,189828.0
1689,198169.0
1690,196562.0
1691,180893.0
1692,277003.0
1693,164560.0
1694,178892.0
1695,164032.0
1696,281438.0
1697,170001.0
1698,369536.0
1699,327386.0
1700,242262.0
1701,264346.0
1702,246786.0
1703,252246.0
1704,293448.0
1705,231785.0
1706,399256.0
1707,221226.0
1708,204524.0
1709,274337.0
1710,229457.0
1711,258119.0
1712,269722.0
1713,276716.0
1714,221463.0
1715,206874.0
1716,185969.0
1717,171956.0
1718,136052.0
1719,197265.0
1720,246655.0
1721,169223.0
1722,122465.0
1723,152599.0
1724,211364.0
1725,235550.0
1726,182701.0
1727,155295.0
1728,179861.0
1729,162336.0
1730,160476.0
1731,120178.0
1732,128048.0
1733,121187.0
1734,122110.0
1735,130346.0
1736,114498.0
1737,362769.0
1738,221119.0
1739,262347.0
1740,205008.0
1741,194236.0
1742,171386.0
1743,178268.0
1744,309888.0
1745,210368.0
1746,194683.0
1747,221326.0
1748,228257.0
1749,149599.0
1750,130291.0
1751,236501.0
1752,121311.0
1753,146212.0
1754,196128.0
1755,164028.0
1756,123872.0
1757,121907.0
1758,141311.0
1759,160693.0
1760,161716.0
1761,141119.0
1762,173965.0
1763,179245.0
1764,118405.0
1765,165038.0
1766,178646.0
1767,212694.0
1768,146398.0
1769,174644.0
1770,148795.0
1771,126758.0
1772,142604.0
1773,126171.0
1774,134231.0
1775,139440.0
1776,125620.0
1777,116648.0
1778,139877.0
1779,118903.0
1780,176054.0
1781,131196.0
1782,95607.0
1783,141095.0
1784,102735.0
1785,121488.0
1786,145614.0
1787,164130.0
1788,59035.0
1789,101825.0
1790,81007.0
1791,188593.0
1792,156179.0
1793,132669.0
1794,146835.0
1795,132876.0
1796,121789.0
1797,109844.0
1798,125155.0
1799,111736.0
1800,131826.0
1801,125993.0
1802,134308.0
1803,151025.0
1804,147133.0
1805,139567.0
1806,118675.0
1807,126221.0
1808,125059.0
1809,119310.0
1810,142490.0
1811,102530.0
1812,98049.0
1813,120480.0
1814,93892.0
1815,54972.0
1816,97115.0
1817,115197.0
1818,143401.0
1819,122126.0
1820,56519.0
1821,112993.0
1822,153125.0
1823,44128.0
1824,141738.0
1825,134189.0
1826,103010.0
1827,105043.0
1828,132461.0
1829,109041.0
1830,142290.0
1831,150413.0
1832,89988.0
1833,136820.0
1834,122780.0
1835,128862.0
1836,127361.0
1837,82718.0
1838,124042.0
1839,87050.0
1840,158510.0
1841,141907.0
1842,82268.0
1843,133990.0
1844,136734.0
1845,138935.0
1846,148313.0
1847,167732.0
1848,55871.0
1849,110040.0
1850,122819.0
1851,161999.0
1852,124829.0
1853,134754.0
1854,172430.0
1855,151225.0
1856,216943.0
1857,149161.0
1858,137601.0
1859,123750.0
1860,147108.0
1861,122544.0
1862,303577.0
1863,282056.0
1864,282248.0
1865,331442.0
1866,335821.0
1867,246259.0
1868,311379.0
1869,210835.0
1870,241796.0
1871,258018.0
1872,172066.0
1873,241170.0
1874,144497.0
1875,198372.0
1876,188823.0
1877,210839.0
1878,192845.0
1879,129568.0
1880,135112.0
1881,233667.0
1882,254848.0
1883,190177.0
1884,205857.0
1885,258819.0
1886,310131.0
1887,209835.0
1888,288434.0
1889,159767.0
1890,125974.0
1891,134571.0
1892,109496.0
1893,131571.0
1894,130824.0
1895,144472.0
1896,127412.0
1897,111121.0
1898,111895.0
1899,159043.0
1900,149003.0
1901,168859.0
1902,144740.0
1903,214786.0
1904,138804.0
1905,192846.0
1906,155354.0
1907,200755.0
1908,111199.0
1909,133572.0
1910,120396.0
1911,216751.0
1912,299800.0
1913,143631.0
1914,52504.0
1915,328117.0
1916,63473.0
1917,268088.0
1918,139147.0
1919,164142.0
1920,142799.0
1921,456436.0
1922,306973.0
1923,210266.0
1924,230823.0
1925,199058.0
1926,418395.0
1927,137838.0
1928,151582.0
1929,123911.0
1930,133314.0
1931,143885.0
1932,138813.0
1933,173109.0
1934,177109.0
1935,168513.0
1936,184039.0
1937,177288.0
1938,165468.0
1939,240294.0
1940,184610.0
1941,166359.0
1942,182925.0
1943,214203.0
1944,353019.0
1945,394892.0
1946,142766.0
1947,302918.0
1948,167358.0
1949,237458.0
1950,184473.0
1951,268987.0
1952,210966.0
1953,169233.0
1954,189610.0
1955,133022.0
1956,276293.0
1957,153617.0
1958,324499.0
1959,141077.0
1960,115765.0
1961,119938.0
1962,96378.0
1963,102112.0
1964,106595.0
1965,143361.0
1966,140924.0
1967,277077.0
1968,486583.0
1969,420421.0
1970,439413.0
1971,390086.0
1972,369280.0
1973,270646.0
1974,327737.0
1975,494442.0
1976,279201.0
1977,354430.0
1978,350913.0
1979,341430.0
1980,190708.0
1981,346399.0
1982,231368.0
1983,205935.0
1984,171773.0
1985,233533.0
1986,228235.0
1987,184770.0
1988,175253.0
1989,190100.0
1990,215526.0
1991,239145.0
1992,207162.0
1993,174364.0
1994,222828.0
1995,187015.0
1996,251033.0
1997,311416.0
1998,357831.0
1999,253641.0
2000,312772.0
2001,262170.0
2002,249150.0
2003,267787.0
2004,272302.0
2005,226417.0
2006,234316.0
2007,256501.0
2008,219365.0
2009,186031.0
2010,191945.0
2011,138222.0
2012,177391.0
2013,182906.0
2014,181191.0
2015,203336.0
2016,188548.0
2017,197312.0
2018,117503.0
2019,133340.0
2020,102802.0
2021,107646.0
2022,177788.0
2023,136700.0
2024,239969.0
2025,333062.0
2026,176128.0
2027,147596.0
2028,153250.0
2029,162622.0
2030,262891.0
2031,236717.0
2032,251938.0
2033,260452.0
2034,163206.0
2035,211964.0
2036,192648.0
2037,197816.0
2038,279407.0
2039,234416.0
2040,273378.0
2041,291737.0
2042,198422.0
2043,172757.0
2044,158927.0
2045,216856.0
2046,142334.0
2047,148812.0
2048,133043.0
2049,137521.0
2050,181620.0
2051,109824.0
2052,127771.0
2053,148276.0
2054,76524.0
2055,157279.0
2056,140548.0
2057,117652.0
2058,214457.0
2059,133832.0
2060,174202.0
2061,181408.0
2062,132266.0
2063,120782.0
2064,143915.0
2065,117777.0
2066,161186.0
2067,115823.0
2068,135612.0
2069,82997.0
2070,112319.0
2071,94247.0
2072,127315.0
2073,137658.0
2074,178030.0
2075,143651.0
2076,121910.0
2077,157783.0
2078,129978.0
2079,129304.0
2080,121494.0
2081,127585.0
2082,131055.0
2083,147833.0
2084,115475.0
2085,120531.0
2086,115733.0
2087,117970.0
2088,97366.0
2089,81131.0
2090,127100.0
2091,119490.0
2092,124433.0
2093,110004.0
2094,113023.0
2095,141343.0
2096,79359.0
2097,99746.0
2098,147967.0
2099,53251.0
2100,87397.0
2101,114884.0
2102,123645.0
2103,104318.0
2104,137211.0
2105,124231.0
2106,62082.0
2107,205326.0
2108,112138.0
2109,105696.0
2110,130468.0
2111,147377.0
2112,141043.0
2113,123496.0
2114,112521.0
2115,161887.0
2116,115971.0
2117,148038.0
2118,123619.0
2119,112831.0
2120,114255.0
2121,93534.0
2122,108636.0
2123,88127.0
2124,161287.0
2125,128924.0
2126,153185.0
2127,151669.0
2128,128167.0
2129,102733.0
2130,141044.0
2131,145034.0
