Id,SalePrice
1461,124976.0
1462,164728.0
1463,183773.0
1464,194574.0
1465,186951.0
1466,173534.0
1467,174421.0
1468,162384.0
1469,189635.0
1470,124746.0
1471,203398.0
1472,95527.0
1473,96082.0
1474,154610.0
1475,121568.0
1476,362627.0
1477,251676.0
1478,269661.0
1479,270802.0
1480,462252.0
1481,324277.0
1482,205261.0
1483,168286.0
1484,165231.0
1485,177072.0
1486,193417.0
1487,324972.0
1488,237016.0
1489,204775.0
1490,222511.0
1491,189552.0
1492,91806.0
1493,180408.0
1494,300382.0
1495,298335.0
1496,233986.0
1497,182878.0
1498,160298.0
1499,156045.0
1500,146212.0
1501,173838.0
1502,145060.0
1503,296774.0
1504,246293.0
1505,227829.0
1506,187289.0
1507,245697.0
1508,200012.0
1509,166275.0
1510,148094.0
1511,146338.0
1512,173798.0
1513,146785.0
1514,153285.0
1515,198349.0
1516,149195.0
1517,162401.0
1518,135242.0
1519,220635.0
1520,135283.0
1521,137184.0
1522,176165.0
1523,111324.0
1524,123705.0
1525,127301.0
1526,117806.0
1527,107654.0
1528,134293.0
1529,149822.0
1530,176454.0
1531,105697.0
1532,97594.0
1533,148001.0
1534,119767.0
1535,149978.0
1536,109332.0
1537,64444.0
1538,155445.0
1539,190351.0
1540,98819.0
1541,143694.0
1542,137478.0
1543,209606.0
1544,80564.0
1545,108353.0
1546,130527.0
1547,135640.0
1548,135782.0
1549,115315.0
1550,141903.0
1551,112990.0
1552,129357.0
1553,151025.0
1554,115696.0
1555,167507.0
1556,77050.0
1557,108455.0
1558,97160.0
1559,78399.0
1560,133529.0
1561,133300.0
1562,128021.0
1563,120665.0
1564,156282.0
1565,146853.0
1566,243444.0
1567,76264.0
1568,227486.0
1569,133556.0
1570,139435.0
1571,122722.0
1572,149506.0
1573,248955.0
1574,109711.0
1575,232047.0
1576,226867.0
1577,191883.0
1578,141681.0
1579,144006.0
1580,193881.0
1581,142616.0
1582,126926.0
1583,335433.0
1584,229601.0
1585,141428.0
1586,72508.0
1587,100898.0
1588,152707.0
1589,98251.0
1590,137262.0
1591,98181.0
1592,114743.0
1593,131231.0
1594,129703.0
1595,108928.0
1596,228983.0
1597,179690.0
1598,211587.0
1599,183896.0
1600,184014.0
1601,67017.0
1602,113583.0
1603,71457.0
1604,268978.0
1605,252226.0
1606,175909.0
1607,173731.0
1608,215388.0
1609,185968.0
1610,148634.0
1611,137350.0
1612,164333.0
1613,161851.0
1614,121843.0
1615,86088.0
1616,75301.0
1617,88537.0
1618,124265.0
1619,143746.0
1620,164164.0
1621,136528.0
1622,138076.0
1623,285408.0
1624,206639.0
1625,123024.0
1626,164907.0
1627,186620.0
1628,280503.0
1629,180056.0
1630,347982.0
1631,215446.0
1632,236248.0
1633,165151.0
1634,182755.0
1635,181697.0
1636,155471.0
1637,191615.0
1638,195952.0
1639,180180.0
1640,252823.0
1641,177279.0
1642,222018.0
1643,229595.0
1644,231508.0
1645,195226.0
1646,159130.0
1647,158393.0
1648,132153.0
1649,136705.0
1650,113137.0
1651,121402.0
1652,97397.0
1653,96317.0
1654,149268.0
1655,146350.0
1656,144805.0
1657,150699.0
1658,143169.0
1659,126774.0
1660,151219.0
1661,424888.0
1662,397319.0
1663,396211.0
1664,409403.0
1665,293523.0
1666,334890.0
1667,377770.0
1668,319303.0
1669,291037.0
1670,350538.0
1671,252891.0
1672,479051.0
1673,301660.0
1674,250798.0
1675,179836.0
1676,183739.0
1677,221143.0
1678,474440.0
1679,424145.0
1680,336597.0
1681,245759.0
1682,315271.0
1683,175108.0
1684,177677.0
1685,170919.0
1686,168274.0
1687,166622.0
1688,190139.0
1689,197942.0
1690,196606.0
1691,181089.0
1692,276502.0
1693,164953.0
1694,179096.0
1695,164292.0
1696,281215.0
1697,170661.0
1698,370495.0
1699,328828.0
1700,242073.0
1701,264863.0
1702,246370.0
1703,252181.0
1704,292132.0
1705,231471.0
1706,397215.0
1707,220920.0
1708,204659.0
1709,273807.0
1710,229046.0
1711,258182.0
1712,270575.0
1713,276312.0
1714,221463.0
1715,206932.0
1716,185601.0
1717,172384.0
1718,135920.0
1719,197283.0
1720,247132.0
1721,169387.0
1722,122592.0
1723,152316.0
1724,212579.0
1725,235398.0
1726,181673.0
1727,155202.0
1728,180241.0
1729,162529.0
1730,159822.0
1731,120056.0
1732,127887.0
1733,121147.0
1734,122281.0
1735,130565.0
1736,114475.0
1737,363258.0
1738,220635.0
1739,261843.0
1740,205747.0
1741,194219.0
1742,171433.0
1743,178078.0
1744,309492.0
1745,210623.0
1746,194904.0
1747,220251.0
1748,228065.0
1749,150036.0
1750,130341.0
1751,235891.0
1752,121350.0
1753,145991.0
1754,196372.0
1755,164041.0
1756,123873.0
1757,121813.0
1758,141588.0
1759,161121.0
1760,161562.0
1761,141546.0
1762,174615.0
1763,179154.0
1764,118121.0
1765,164331.0
1766,177971.0
1767,212827.0
1768,146683.0
1769,175032.0
1770,148749.0
1771,126952.0
1772,142908.0
1773,126601.0
1774,134314.0
1775,139515.0
1776,125180.0
1777,116806.0
1778,140203.0
1779,119083.0
1780,176424.0
1781,131391.0
1782,95288.0
1783,141096.0
1784,102453.0
1785,120757.0
1786,145443.0
1787,163849.0
1788,58934.0
