Id,SalePrice
1461,123286.0
1462,162422.0
1463,183016.0
1464,184770.0
1465,180554.0
1466,181159.0
1467,172186.0
1468,165594.0
1469,179764.0
1470,122671.0
1471,214554.0
1472,93660.0
1473,97170.0
1474,151619.0
1475,126749.0
1476,355312.0
1477,247523.0
1478,285323.0
1479,279064.0
1480,480882.0
1481,308952.0
1482,202484.0
1483,179533.0
1484,166657.0
1485,173587.0
1486,192407.0
1487,308904.0
1488,225221.0
1489,203871.0
1490,232275.0
1491,187574.0
1492,94509.0
1493,173560.0
1494,289977.0
1495,275135.0
1496,247280.0
1497,178665.0
1498,157882.0
1499,158504.0
1500,156973.0
1501,174996.0
1502,155228.0
1503,287581.0
1504,226803.0
1505,223321.0
1506,178834.0
1507,235771.0
1508,192567.0
1509,159653.0
1510,149202.0
1511,145847.0
1512,172693.0
1513,142161.0
1514,151284.0
1515,186940.0
1516,143508.0
1517,161035.0
1518,126609.0
1519,230856.0
1520,137412.0
1521,139486.0
1522,167466.0
1523,115134.0
1524,126321.0
1525,126273.0
1526,117510.0
1527,103266.0
1528,133937.0
1529,148576.0
1530,175010.0
1531,107748.0
1532,99001.0
1533,144354.0
1534,121452.0
1535,151450.0
1536,113899.0
1537,66276.0
1538,155567.0
1539,196055.0
1540,99669.0
1541,134947.0
1542,137269.0
1543,203120.0
1544,85321.0
1545,103244.0
1546,125404.0
1547,132407.0
1548,130816.0
1549,112477.0
1550,138966.0
1551,109266.0
1552,131686.0
1553,155270.0
1554,111777.0
1555,168795.0
1556,75306.0
1557,105031.0
1558,92071.0
1559,87682.0
1560,141622.0
1561,128045.0
1562,127571.0
1563,120133.0
1564,163163.0
1565,148452.0
1566,239408.0
1567,69001.0
1568,224587.0
1569,132777.0
1570,137246.0
1571,121990.0
1572,149931.0
1573,253240.0
1574,117283.0
1575,232934.0
1576,230515.0
1577,196041.0
1578,147161.0
1579,144572.0
1580,185183.0
1581,146141.0
1582,128970.0
1583,348266.0
1584,230485.0
1585,140499.0
1586,68822.0
1587,97682.0
1588,149884.0
1589,88613.0
1590,135569.0
1591,103295.0
1592,113619.0
1593,131660.0
1594,128601.0
1595,112624.0
1596,233770.0
1597,182514.0
1598,196631.0
1599,182524.0
1600,180827.0
1601,68594.0
1602,105269.0
1603,92588.0
1604,281442.0
1605,236065.0
1606,172749.0
1607,168353.0
1608,218689.0
1609,187140.0
1610,157943.0
1611,138106.0
1612,167259.0
1613,165136.0
1614,124867.0
1615,86969.0
1616,73629.0
1617,88074.0
1618,126481.0
1619,145088.0
1620,155338.0
1621,138109.0
1622,142089.0
1623,296256.0
1624,209770.0
1625,119924.0
1626,160885.0
1627,178908.0
1628,286727.0
1629,173434.0
1630,345376.0
1631,200910.0
1632,228931.0
1633,163790.0
1634,178036.0
1635,180628.0
1636,156721.0
1637,189718.0
1638,187380.0
1639,177105.0
1640,259101.0
1641,170881.0
1642,214670.0
1643,207304.0
1644,213905.0
1645,193810.0
1646,158540.0
1647,155595.0
1648,132752.0
1649,141744.0
1650,112517.0
1651,123633.0
1652,95081.0
1653,96136.0
1654,153529.0
1655,146498.0
1656,146423.0
1657,153517.0
1658,147382.0
1659,131757.0
1660,155822.0
1661,433073.0
1662,383493.0
1663,394052.0
1664,457784.0
1665,301904.0
1666,340159.0
1667,390994.0
1668,326528.0
1669,295143.0
1670,350103.0
1671,257601.0
1672,444919.0
1673,294348.0
1674,236038.0
1675,186222.0
1676,188965.0
1677,216907.0
1678,424175.0
1679,414091.0
1680,322209.0
1681,247247.0
1682,310945.0
1683,183424.0
1684,167154.0
1685,172931.0
1686,170458.0
1687,165822.0
1688,182855.0
1689,188146.0
1690,186399.0
1691,175650.0
1692,264486.0
1693,162517.0
1694,178382.0
1695,161259.0
1696,265637.0
1697,166732.0
1698,381222.0
1699,339449.0
1700,237016.0
1701,252059.0
1702,242433.0
1703,252952.0
1704,286177.0
